age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21, Private,212114, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
24, Private,151443, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,30, United-States, <=50K
29, Private,263855, 12th,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc,155965, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
73, Self-emp-not-inc,256401, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,28, United-States, >50K
20, State-gov,223515, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,1719,20, United-States, <=50K
29, State-gov,245310, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, State-gov,110311, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,219835, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private,110457, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,144391, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
19, Private,138153, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
26, Private,264055, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,55, United-States, <=50K
30, Self-emp-not-inc,303692, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
38, Private,258761, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, State-gov,238648, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,40, United-States, >50K
39, Private,96564, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Federal-gov,91726, Masters,14, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
36, Private,33355, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
30, Private,187560, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private,164733, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, <=50K
42, State-gov,884434, Some-college,10, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private,197618, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
30, Private,124569, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
36, Private,143774, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,12, United-States, >50K
45, Private,181363, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
26, Private,149943, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,60, ?, <=50K
45, Private,117849, 11th,7, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc,89172, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
66, Self-emp-inc,185369, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
54, Private,141663, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
56, Federal-gov,208791, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
26, Federal-gov,48853, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
48, Local-gov,27802, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,1876,50, United-States, <=50K
66, Private,146454, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5556,0,40, United-States, >50K
37, Federal-gov,143547, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,148211, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,3674,0,50, United-States, <=50K
46, Self-emp-not-inc,224108, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
26, Private,48099, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,142809, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,140108, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
65, Private,185001, 10th,6, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
59, Self-emp-not-inc,185410, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
34, Private,318641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
31, Private,292592, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
64, ?,108082, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,34374, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private,222756, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,7430,0,40, United-States, >50K
22, Private,285775, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,370498, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,309230, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private,169662, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
68, Self-emp-inc,31661, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
32, Self-emp-inc,244665, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States, >50K
27, State-gov,230922, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
51, Private,117700, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
47, Private,170846, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Italy, >50K
30, Self-emp-not-inc,157778, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
21, ?,204226, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private,149640, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,349620, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private,159561, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
44, State-gov,208163, Assoc-voc,11, Separated, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,28612, HS-grad,9, Widowed, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
62, Private,207443, 11th,7, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,50, United-States, <=50K
56, Private,282023, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, Federal-gov,34998, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K
29, Private,132675, 11th,7, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Private,46990, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,20, United-States, >50K
20, Private,157541, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K
23, Private,224115, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private,162688, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
51, Private,270194, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,188767, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,125279, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,99, United-States, <=50K
29, Private,37215, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
63, Private,200474, 1st-4th,2, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private,111385, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,220821, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
37, Private,221850, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
25, Private,181054, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
35, Private,123809, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States, >50K
29, Private,37088, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,188186, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,20, Hungary, <=50K
55, Private,323706, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
20, Private,204160, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
45, Private,129371, 9th,5, Separated, Other-service, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
51, Local-gov,181132, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States, >50K
34, Private,329587, 10th,6, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Self-emp-not-inc,110622, Bachelors,13, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,8, South, <=50K
20, Private,344698, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private,170278, 5th-6th,3, Widowed, Sales, Not-in-family, White, Female,0,0,40, Italy, <=50K
50, Local-gov,183390, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private,70982, Assoc-voc,11, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
61, Private,243283, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,195891, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Iran, <=50K
37, Private,31023, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States, <=50K
29, State-gov,461929, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, >50K
30, Private,130021, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,40, United-States, <=50K
35, Private,133906, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,418176, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Private,199287, 9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,9, United-States, <=50K
42, Private,172148, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,184655, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private,93690, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private,151888, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,4650,0,50, Ireland, <=50K
58, Private,299991, 11th,7, Divorced, Adm-clerical, Not-in-family, White, Female,3674,0,40, United-States, <=50K
41, Private,163287, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,62, United-States, <=50K
50, State-gov,24790, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,231826, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
25, Self-emp-not-inc,193716, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
42, Private,212894, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,2407,0,40, United-States, <=50K
50, Private,71898, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
39, Self-emp-not-inc,52870, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private,578701, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?, <=50K
36, Self-emp-inc,176837, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States, >50K
43, Private,413297, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Self-emp-inc,277256, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
27, Private,274964, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
45, Private,265083, 5th-6th,3, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,35, Mexico, <=50K
65, ?,191380, 10th,6, Married-civ-spouse, ?, Husband, White, Male,9386,0,50, United-States, >50K
44, Self-emp-not-inc,402397, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,60, United-States, >50K
26, Private,340787, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov,222011, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,341995, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,42, United-States, >50K
38, Local-gov,116580, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
51, Private,214840, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
23, Private,91189, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
57, Self-emp-not-inc,50990, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, ?,369902, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,8, United-States, <=50K
30, Private,337908, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,20, United-States, <=50K
41, Private,70447, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
26, Local-gov,208122, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,1055,0,40, United-States, <=50K
27, Private,183523, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30, Private,148524, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2057,40, United-States, <=50K
72, Private,135378, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
45, Local-gov,278303, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc,174295, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,238913, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Private,236770, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
22, Private,412316, HS-grad,9, Never-married, Sales, Other-relative, Black, Male,0,0,40, ?, <=50K
25, Private,169124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
27, Federal-gov,469705, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,1980,40, United-States, <=50K
22, Private,208893, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, Private,112271, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,201769, 11th,7, Never-married, Protective-serv, Not-in-family, Black, Male,13550,0,40, United-States, >50K
34, Private,228386, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,70, United-States, <=50K
46, Self-emp-not-inc,31267, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,133969, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2885,0,65, Japan, <=50K
44, State-gov,307468, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
26, Private,211199, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,345504, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States, <=50K
21, Private,212407, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private,20308, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,35724, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
56, Private,219426, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov,92486, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,372317, 9th,5, Separated, Other-service, Unmarried, White, Female,0,0,23, Mexico, <=50K
37, ?,254773, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,256636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,225660, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
41, Private,317539, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Local-gov,173804, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
42, Federal-gov,122861, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc,349341, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, ?,73117, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Local-gov,189824, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,40, United-States, >50K
55, Private,186479, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov,326048, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Federal-gov,24153, 10th,6, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Private,193188, Masters,14, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private,152129, 12th,8, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private,157747, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
72, Private,268861, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,99, ?, <=50K
48, Private,202117, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
46, Private,83064, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,164864, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,323,40, United-States, <=50K
26, Private,130018, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, ?,256141, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
71, Private,187493, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private,137814, Some-college,10, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private,144514, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,112754, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,72593, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private,322092, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private,197288, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
51, State-gov,290688, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private,367020, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,151382, Assoc-voc,11, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
33, ?,202366, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,32, United-States, <=50K
43, Private,112967, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,52098, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
49, Private,367037, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,4650,0,40, United-States, <=50K
39, Private,121590, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Male,4787,0,40, United-States, >50K
46, Private,82946, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
79, Local-gov,146244, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private,340557, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private,159869, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private,339346, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private,284196, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Local-gov,197897, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, England, <=50K
41, Private,160837, 11th,7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
24, Private,441700, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
57, Federal-gov,97837, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
45, Self-emp-not-inc,225456, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
64, State-gov,269512, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,344592, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Self-emp-inc,368825, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Private,340543, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private,132053, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
46, Private,202560, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
20, Private,112854, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Self-emp-not-inc,165267, 9th,5, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private,195843, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
26, ?,211798, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,162029, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,3325,0,40, United-States, <=50K
36, Private,128876, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,104509, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,1639,0,20, United-States, <=50K
43, Private,187861, HS-grad,9, Separated, Transport-moving, Unmarried, White, Female,0,0,44, United-States, <=50K
33, Private,229732, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Self-emp-inc,119099, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
27, Self-emp-inc,376936, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,474568, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, ?, >50K
64, Private,213391, 9th,5, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
38, ?,365465, Assoc-voc,11, Never-married, ?, Own-child, White, Male,0,0,15, United-States, <=50K
45, Private,103331, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov,183092, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Self-emp-not-inc,246891, Masters,14, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,190015, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,214555, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,235847, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, <=50K
37, Private,189922, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
20, Private,103277, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private,193898, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private,53506, Bachelors,13, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,80933, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,275093, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,36, United-States, <=50K
27, Private,193898, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
42, Private,200610, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,60, United-States, <=50K
20, Private,259788, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
43, State-gov,424094, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
